"npc_name","scripted_npc","npc_role","zone_short_name","zone_long_name","zone_expansion","zone_expansion_name","spawn_x","spawn_y","spawn_z","is_merchant","min_expansion_number","min_expansion","max_expansion_number","max_expansion"
"Loran_Thu`Leth","No","Poison Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1405.00","-115.00","-108.75","Yes","12","The Serpent's Spine","-1","Not specified / no maximum"
"Lorekeeper_Blaimas","No","Missions","poknowledge","The Plane of Knowledge","4","Planes of Power","198.00","942.00","-155.88","No","11","Prophecy of Ro","99","Unknown / Expansion 99"
"Loreseeker_Olgrim","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","952.00","117.00","99.62","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Ludvik_O`Danos","No","Alchemy Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1395.00","-33.00","-107.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Magnar_Quok","No","Smithing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","323.00","44.00","-125.38","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Malcohm_Thimbleton","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1452.00","103.00","-110.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Maree_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","734.00","-310.00","-92.19","Yes","14","Secrets of Faydwer","99","Unknown / Expansion 99"
"Maree_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","734.00","-310.00","-91.88","Yes","14","Secrets of Faydwer","99","Unknown / Expansion 99"
"Maryalis_N`Ryt","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","188.00","-844.00","-158.00","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Melet_Ironstove","No","Baking Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","247.00","-84.00","-124.00","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Merabo_Sotath","No","Brewing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","300.00","103.00","-125.38","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Merchant_Tarrin","No","General Merchant","poknowledge","The Plane of Knowledge","4","Planes of Power","739.25","-353.75","-92.68","Yes","19","Rain of Fear","-1","Not specified / no maximum"
"Mercia","No","Jewelcrafting Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","325.00","-65.75","-124.14","Yes","12","The Serpent's Spine","-1","Not specified / no maximum"
"Mercia","No","Jewelcrafting Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","325.00","-65.75","-124.12","Yes","12","The Serpent's Spine","99","Unknown / Expansion 99"
"Merin_Darkanvil","No","Smithing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","490.00","-377.00","-125.38","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Minstrel_Cirsaelle","No","Bard Songs","poknowledge","The Plane of Knowledge","4","Planes of Power","851.00","21.00","-60.75","Yes","4","Planes of Power","17","House of Thule"
"Minstrel_Cirsaelle","No","Bard Songs 71-80","poknowledge","The Plane of Knowledge","4","Planes of Power","847.00","93.00","-60.87","Yes","18","Veil of Alaris","-1","Not specified / no maximum"
"Minstrel_Eoweril","No","Bard Songs","poknowledge","The Plane of Knowledge","4","Planes of Power","847.00","93.00","-60.50","Yes","4","Planes of Power","17","House of Thule"
"Minstrel_Eoweril","No","Bard Songs 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","1000.00","69.00","-60.68","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Minstrel_Gwiar","No","Bard Songs","poknowledge","The Plane of Knowledge","4","Planes of Power","945.00","84.00","-60.75","Yes","4","Planes of Power","17","House of Thule"
"Minstrel_Gwiar","No","Bard Songs 51-60","poknowledge","The Plane of Knowledge","4","Planes of Power","917.00","62.00","-60.87","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Minstrel_Joet","No","Bard Songs","poknowledge","The Plane of Knowledge","4","Planes of Power","1000.00","69.00","-60.12","Yes","4","Planes of Power","17","House of Thule"
"Minstrel_Joet","No","Bard Songs 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","945.00","84.00","-60.25","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Minstrel_Silnon","No","Bard Songs","poknowledge","The Plane of Knowledge","4","Planes of Power","917.00","62.00","-60.50","Yes","4","Planes of Power","17","House of Thule"
"Minstrel_Silnon","No","Bard Songs 61-70","poknowledge","The Plane of Knowledge","4","Planes of Power","851.00","21.00","-60.68","Yes","18","Veil of Alaris","-1","Not specified / no maximum"
"Mirao_Frostpouch","No","Poison Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","-216.00","-89.00","-155.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Mister_Magelo","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","334.00","287.00","-125.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Mystic_Abomin","No","Shaman Spells 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","820.00","75.00","3.75","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Abomin","No","Shaman Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","980.00","76.00","3.75","Yes","4","Planes of Power","17","House of Thule"
"Mystic_Abomina","No","Shaman Spells 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","830.14","73.89","1.98","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Goharkor","No","Shaman Spells 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","878.00","75.00","4.06","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Goharkor","No","Shaman Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","820.00","75.00","3.75","Yes","4","Planes of Power","17","House of Thule"
"Mystic_Goharkora","No","Shaman Spells 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","862.03","71.35","1.98","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Pikor","No","Shaman Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","938.00","87.00","5.00","Yes","4","Planes of Power","17","House of Thule"
"Mystic_Pikor","No","Shaman Spells 61-70","poknowledge","The Plane of Knowledge","4","Planes of Power","945.00","62.00","4.69","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Ryrin","No","Shaman Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","878.00","75.00","4.38","Yes","4","Planes of Power","17","House of Thule"
"Mystic_Ryrin","No","Shaman Spells 51-60","poknowledge","The Plane of Knowledge","4","Planes of Power","938.00","87.00","4.38","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Mystic_Somas","No","Shaman Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","945.00","62.00","5.38","Yes","4","Planes of Power","17","House of Thule"
"Mystic_Somas","No","Shaman Spells 71-80","poknowledge","The Plane of Knowledge","4","Planes of Power","980.00","76.00","5.42","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Nelin_Signus","No","Tinkering Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","842.00","408.00","-94.00","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Neverral_N`Ryt","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","189.00","-898.00","-156.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Noirin_Khalen","No","Jewelcrafting Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","325.00","-78.00","-124.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Nursa_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","734.00","-289.00","-92.25","Yes","14","Secrets of Faydwer","99","Unknown / Expansion 99"
"Nursa_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","734.00","-289.00","-91.88","Yes","14","Secrets of Faydwer","99","Unknown / Expansion 99"
"Official_Ellerawen","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","612.00","-832.00","-160.75","No","4","Planes of Power","-1","Not specified / no maximum"
"Official_Sevalis","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","670.00","-832.00","-160.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Official_Wigoth","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","600.00","-832.00","-149.88","No","4","Planes of Power","-1","Not specified / no maximum"
"Old_Man_McKenzie","No","Classic Missions","poknowledge","The Plane of Knowledge","4","Planes of Power","263.00","69.00","-125.38","No","4","Planes of Power","-1","Not specified / no maximum"
"Onirelin_Gali","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1053.00","-651.00","-125.71","No","4","Planes of Power","-1","Not specified / no maximum"
"Oracle_Balek","No","Shaman Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","549.00","-792.00","-110.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Oracle_Cador","No","Shaman Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","102.00","695.88","-155.50","No","4","Planes of Power","-1","Not specified / no maximum"
"Oracle_Guwan","No","Shaman Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","1050.00","-820.00","-154.88","No","4","Planes of Power","-1","Not specified / no maximum"
"Oracle_Maeth","No","Shaman Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","32.00","-327.00","-155.50","No","4","Planes of Power","-1","Not specified / no maximum"
"Pathfinder_Arelat","No","Ranger Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","821.00","111.00","67.75","Yes","4","Planes of Power","17","House of Thule"
"Pathfinder_Arelat","No","Ranger Spells 71-80","poknowledge","The Plane of Knowledge","4","Planes of Power","922.00","-23.00","67.75","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Pathfinder_Naend","No","Ranger Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","827.00","-40.00","67.38","Yes","4","Planes of Power","17","House of Thule"
"Pathfinder_Naend","No","Ranger Spells 61-70","poknowledge","The Plane of Knowledge","4","Planes of Power","821.00","111.00","67.32","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Pathfinder_Thoajin","No","Ranger Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","823.00","36.00","67.14","Yes","4","Planes of Power","17","House of Thule"
"Pathfinder_Thoajin","No","Ranger Spells 51-60","poknowledge","The Plane of Knowledge","4","Planes of Power","827.00","-40.00","67.13","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Pathfinder_Vaered","No","Ranger Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","882.00","5.00","66.12","Yes","4","Planes of Power","17","House of Thule"
"Pathfinder_Vaered","No","Ranger Spells 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","823.00","36.00","66.19","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Pathfinder_Viliken","No","Ranger Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","922.00","-23.00","67.12","Yes","4","Planes of Power","17","House of Thule"
"Pathfinder_Viliken","No","Ranger Spells 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","882.00","5.00","67.13","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Perago_Crotal","No","Brewing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","249.00","18.00","-123.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Peras_Glickon","No","General Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1529.00","-55.00","-124.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Phantasmist_Abaur","No","Enchanter Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","1158.88","855.88","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Phantasmist_Salkith","No","Enchanter Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","192.00","-856.00","-156.75","No","4","Planes of Power","-1","Not specified / no maximum"
"Phantasmist_Tairon","No","Enchanter Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","164.00","432.00","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Primalist_Loerith","No","Beastlord Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","1055.00","-115.00","97.75","Yes","4","Planes of Power","17","House of Thule"
"Primalist_Loerith","No","Beastlord Spells 61-70","poknowledge","The Plane of Knowledge","4","Planes of Power","1102.00","-58.00","98.06","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Primalist_Nydalith","No","Beastlord Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","998.00","-114.00","99.00","Yes","4","Planes of Power","17","House of Thule"
"Primalist_Nydalith","No","Beastlord Spells 51-60","poknowledge","The Plane of Knowledge","4","Planes of Power","1055.00","-115.00","98.69","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Primalist_Saosith","No","Beastlord Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","1110.00","9.00","98.38","Yes","4","Planes of Power","17","House of Thule"
"Primalist_Saosith","No","Beastlord Spells 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","926.00","-116.00","98.38","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Primalist_Uliag","No","Beastlord Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","1102.00","-58.00","98.38","Yes","4","Planes of Power","17","House of Thule"
"Primalist_Uliag","No","Beastlord Spells 71-80","poknowledge","The Plane of Knowledge","4","Planes of Power","1110.00","9.00","98.38","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Primalist_Worenon","No","Beastlord Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","926.00","-116.00","100.00","Yes","4","Planes of Power","17","House of Thule"
"Primalist_Worenon","No","Beastlord Spells 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","998.00","-114.00","99.50","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Radie_Imsin","No","Smithing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1088.00","424.00","-99.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Raewyth_Velanor","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","144.00","-748.00","-157.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Ralkor_Stoneclaw","No","Potion Merchant","poknowledge","The Plane of Knowledge","4","Planes of Power","1395.00","-19.00","-107.50","Yes","9","Dragons of Norrath","-1","Not specified / no maximum"
"Ramos_Jerwan","No","Fishing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1434.00","-19.00","-123.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Randall_of_the_Fellows","No","Fellowship Registrar","poknowledge","The Plane of Knowledge","4","Planes of Power","52.00","448.00","-152.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Randi_Ellan","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","683.00","908.00","-156.75","No","4","Planes of Power","-1","Not specified / no maximum"
"Reaver_Muron","No","Shadowknight Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","722.00","-56.00","-90.88","Yes","4","Planes of Power","17","House of Thule"
"Reaver_Muron","No","Shadowknight Spells 61-70","poknowledge","The Plane of Knowledge","4","Planes of Power","719.00","-105.00","-91.31","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Reaver_Nydlil","No","Shadowknight Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","762.00","-85.00","-92.12","Yes","4","Planes of Power","17","House of Thule"
"Reaver_Nydlil","No","Shadowknight Spells 1-25","poknowledge","The Plane of Knowledge","4","Planes of Power","790.00","-54.00","-91.94","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Reaver_Praden","No","Shadowknight Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","719.00","-105.00","-89.88","Yes","4","Planes of Power","17","House of Thule"
"Reaver_Praden","No","Shadowknight Spells 71-80","poknowledge","The Plane of Knowledge","4","Planes of Power","764.00","-86.00","-90.50","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Reaver_Thirlan","No","Shadowknight Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","733.00","-34.00","-92.75","Yes","4","Planes of Power","17","House of Thule"
"Reaver_Thirlan","No","Shadowknight Spells 51-60","poknowledge","The Plane of Knowledge","4","Planes of Power","722.00","-56.00","-92.87","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Reaver_Uledrith","No","Shadowknight Spells","poknowledge","The Plane of Knowledge","4","Planes of Power","790.00","-54.00","-92.12","Yes","4","Planes of Power","17","House of Thule"
"Reaver_Uledrith","No","Shadowknight Spells 26-50","poknowledge","The Plane of Knowledge","4","Planes of Power","733.00","-34.00","-92.25","Yes","18","Veil of Alaris","99","Unknown / Expansion 99"
"Renni_Stone","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","563.00","837.00","-154.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Researcher_Eldaro","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","866.00","-67.00","3.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Rhondda_the_Flagger","No","Guild Banners","poknowledge","The Plane of Knowledge","4","Planes of Power","86.00","417.00","-156.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Rilatlan_Olaek","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1455.00","-176.00","-120.88","No","4","Planes of Power","-1","Not specified / no maximum"
"Sage_Balic","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","56.00","-25.00","-38.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Sage_Gunyth","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1003.00","-663.00","-36.75","No","4","Planes of Power","-1","Not specified / no maximum"
"Sage_Valgond","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1409.00","-270.00","-119.75","No","13","The Buried Sea","99","Unknown / Expansion 99"
"Sage_Vilgand","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1381.00","256.00","-114.50","No","4","Planes of Power","-1","Not specified / no maximum"
"Sage_Xelrin","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","905.00","675.00","-36.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Sansus_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","733.00","-300.00","-92.25","Yes","14","Secrets of Faydwer","-1","Not specified / no maximum"
"Sansus_Rasumus","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","733.00","-300.00","-91.88","Yes","14","Secrets of Faydwer","-1","Not specified / no maximum"
"Santug_Claugg","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","315.00","273.00","-122.88","No","4","Planes of Power","-1","Not specified / no maximum"
"Saria_Bromal","No","Tinkering Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","561.00","-385.00","-92.00","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Savage_Lord_Cedrean","No","Beastlord Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","183.88","627.00","-155.50","No","4","Planes of Power","-1","Not specified / no maximum"
"Savage_Lord_Dwev","No","Beastlord Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","605.00","-843.00","-108.25","No","4","Planes of Power","-1","Not specified / no maximum"
"Savage_Lord_Etherat","No","Beastlord Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","-41.75","-339.25","-155.50","No","4","Planes of Power","-1","Not specified / no maximum"
"Savet_Ironstove","No","Baking Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","299.95","-103.17","-125.81","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Scholar_Klaz","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","725.38","-335.63","-91.94","Yes","19","Rain of Fear","-1","Not specified / no maximum"
"Scribe_Zikett","No","Research Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","770.75","-329.63","-92.87","Yes","19","Rain of Fear","-1","Not specified / no maximum"
"Sculptor_Radee","No","Pottery Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","788.63","-289.75","-92.25","Yes","19","Rain of Fear","-1","Not specified / no maximum"
"Sebast_Muckle","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","70.00","27.00","-124.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Seer_Mal_Nae`Shi","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","-225.00","-43.00","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Seitha_Chimar","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","325.00","-900.00","-156.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Sephorra_the_Flagger","No","Guild Banners","poknowledge","The Plane of Knowledge","4","Planes of Power","75.00","422.00","-156.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Serin_O`Danos","No","Alchemy Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1359.00","-47.00","-107.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Severg_O`Danos","No","Alchemy Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1375.00","-19.00","-107.50","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Sheley_Courilan","No","Task Master","poknowledge","The Plane of Knowledge","4","Planes of Power","803.00","332.00","-92.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Sherin_Matrick","No","Tailoring Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1475.00","91.00","-108.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Shroudkeeper_Hyush","No","Spirit Shrouds","poknowledge","The Plane of Knowledge","4","Planes of Power","152.00","257.00","-129.12","No","10","Depths of Darkhollow","99","Unknown / Expansion 99"
"Shroudkeeper_Learu","No","Spirit Shrouds","poknowledge","The Plane of Knowledge","4","Planes of Power","636.00","-301.00","-104.00","No","10","Depths of Darkhollow","99","Unknown / Expansion 99"
"Shroudkeeper_Nisua","No","Spirit Shrouds","poknowledge","The Plane of Knowledge","4","Planes of Power","456.00","81.00","-92.31","No","10","Depths of Darkhollow","99","Unknown / Expansion 99"
"Sienn_Kastane","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","236.00","-881.00","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Sirekoth_Eshe","No","Brewing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","275.00","103.00","-124.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Sir_Geravaldi","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","979.00","-86.00","67.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Sorcerer_Dogan","No","Wizard Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","250.00","-818.00","-158.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Sorcerer_Farin","No","Wizard Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","1154.88","886.88","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Sorcerer_Kerynth","No","Wizard Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","159.00","396.00","-156.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Soulbinder_Jera","No","Soulbinder","poknowledge","The Plane of Knowledge","4","Planes of Power","-54.00","-222.00","-157.12","No","3","Shadows of Luclin","-1","Not specified / no maximum"
"Spooky_Sally","No","Ghoulish Costumes","poknowledge","The Plane of Knowledge","4","Planes of Power","299.30","291.05","-126.71","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Strat","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","563.00","882.00","-152.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Szrix_Hammertail","No","Smithing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1379.00","134.00","-108.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tabben_Bromal","No","Tinkering Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","540.00","-392.00","-92.00","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tailor_Kujen","No","Tailoring Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","951.88","-334.38","-91.62","Yes","19","Rain of Fear","-1","Not specified / no maximum"
"Talespinner_Trogmarz","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","1096.00","-805.00","-154.88","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tallis_Paerk","No","Smithing Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1389.00","74.00","-108.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tana_Clawguard","No","Beastlord Tomes","poknowledge","The Plane of Knowledge","4","Planes of Power","1030.00","-116.00","34.38","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tarerd_Gahar","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","407.00","675.00","-153.25","No","4","Planes of Power","-1","Not specified / no maximum"
"Tarnimus","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","83.00","-403.00","-157.12","No","4","Planes of Power","-1","Not specified / no maximum"
"Telir_Na`Shalith","No","Poison Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1440.00","-115.00","-108.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tenada_Jeried","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","45.00","27.00","-124.50","No","7","Gates of Discord","99","Unknown / Expansion 99"
"Tomeseeker_Salkien","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","816.00","-101.00","67.12","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tomeskimmer_Joop","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","991.00","89.00","67.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Toxicologist_Huey","No","Poison Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","733.63","-264.00","-93.81","Yes","12","The Serpent's Spine","-1","Not specified / no maximum"
"Tralina_Dukar","No","Task Master","poknowledge","The Plane of Knowledge","4","Planes of Power","1045.00","-670.00","-122.00","No","4","Planes of Power","-1","Not specified / no maximum"
"Tranus_Ironstove","No","Baking Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","249.76","-106.30","-125.81","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Tratlan_Jowyr","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","796.00","867.00","-153.56","No","4","Planes of Power","-1","Not specified / no maximum"
"Tratlan_Matrick","No","Tailoring Supplies","poknowledge","The Plane of Knowledge","4","Planes of Power","1465.00","118.00","-124.75","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Treasurer_Foiwom","No","Cultural Treasurer","poknowledge","The Plane of Knowledge","4","Planes of Power","689.00","142.00","4.00","No","13","The Buried Sea","99","Unknown / Expansion 99"
"Treasurer_Mirathancus","No","Cultural Treasurer","poknowledge","The Plane of Knowledge","4","Planes of Power","678.00","142.00","4.00","No","13","The Buried Sea","99","Unknown / Expansion 99"
"Treasurer_Siofra","No","Cultural Treasurer","poknowledge","The Plane of Knowledge","4","Planes of Power","697.00","142.00","4.00","No","13","The Buried Sea","99","Unknown / Expansion 99"
"Trelli_Steelswinger","No","Berserker Guildmaster","poknowledge","The Plane of Knowledge","4","Planes of Power","-161.00","-249.00","-157.38","No","4","Planes of Power","-1","Not specified / no maximum"
"Trep_Thilcan","No","","poknowledge","The Plane of Knowledge","4","Planes of Power","864.00","-427.00","-124.31","No","4","Planes of Power","-1","Not specified / no maximum"
"Ulin_Velnik","No","Paladin Tomes","poknowledge","The Plane of Knowledge","4","Planes of Power","1003.00","-114.00","-30.25","Yes","4","Planes of Power","-1","Not specified / no maximum"
"Vacurasa_of_the_Dark","No","Wedding Coordinator","poknowledge","The Plane of Knowledge","4","Planes of Power","644.00","-60.00","3.12","No","15","Seeds of Destruction","99","Unknown / Expansion 99"
